"","country","iso3c","date","confirmed","deaths","recovered","soc_dist","mov_rest","pub_health","gov_soc_econ","lockdown","apple_mtr_driving","apple_mtr_walking","apple_mtr_transit","gcmr_retail_recreation","gcmr_grocery_pharmacy","gcmr_parks","gcmr_transit_stations","gcmr_workplaces","gcmr_residential","gtrends_score","gtrends_country_score","region","income","population","land_area_skm","pop_density","pop_largest_city","life_expectancy","gdp_capita","timestamp","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","lat","long","popup","economy","oecs","confirmed_logratio","confirmed_per_100k","deaths_per_100k","mortality_rate","recovery_rate"
"17","Antigua and Barbuda","ATG",2020-02-07,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"18","Antigua and Barbuda","ATG",2020-02-08,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"19","Antigua and Barbuda","ATG",2020-02-09,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"20","Antigua and Barbuda","ATG",2020-02-10,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"21","Antigua and Barbuda","ATG",2020-02-11,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"22","Antigua and Barbuda","ATG",2020-02-12,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"23","Antigua and Barbuda","ATG",2020-02-13,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"24","Antigua and Barbuda","ATG",2020-02-14,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"25","Antigua and Barbuda","ATG",2020-02-15,0,0,0,0,0,1,0,0,NA,NA,NA,-0.06,-0.01,-0.06,-0.01,0,0.03,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"26","Antigua and Barbuda","ATG",2020-02-16,0,0,0,0,0,1,0,0,NA,NA,NA,-0.07,-0.02,0,0.03,0.03,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"27","Antigua and Barbuda","ATG",2020-02-17,0,0,0,0,0,1,0,0,NA,NA,NA,0,-0.03,0.03,-0.03,0,0.03,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"28","Antigua and Barbuda","ATG",2020-02-18,0,0,0,0,0,1,0,0,NA,NA,NA,-0.01,-0.06,0.03,0.05,0.05,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"29","Antigua and Barbuda","ATG",2020-02-19,0,0,0,0,0,1,0,0,NA,NA,NA,-0.02,-0.01,0.01,0,0.02,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"30","Antigua and Barbuda","ATG",2020-02-20,0,0,0,0,0,1,0,0,NA,NA,NA,0.01,-0.02,0,-0.02,-0.01,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"31","Antigua and Barbuda","ATG",2020-02-21,0,0,0,0,0,1,0,0,NA,NA,NA,-0.02,0.01,0.02,-0.02,-0.09,0.03,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"32","Antigua and Barbuda","ATG",2020-02-22,0,0,0,0,0,1,0,0,NA,NA,NA,-0.05,0,0.07,-0.04,0.05,0,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"33","Antigua and Barbuda","ATG",2020-02-23,0,0,0,0,0,1,0,0,NA,NA,NA,0.01,0.03,0.14,-0.07,-0.01,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"34","Antigua and Barbuda","ATG",2020-02-24,0,0,0,0,0,1,0,0,NA,NA,NA,-0.06,0.01,-0.01,-0.05,0.01,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"35","Antigua and Barbuda","ATG",2020-02-25,0,0,0,0,0,1,0,0,NA,NA,NA,0.01,0,0.01,-0.03,0.02,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"36","Antigua and Barbuda","ATG",2020-02-26,0,0,0,0,0,1,0,0,NA,NA,NA,-0.05,0.01,-0.03,-0.1,0.02,0.02,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"37","Antigua and Barbuda","ATG",2020-02-27,0,0,0,0,0,1,0,0,NA,NA,NA,0.02,0.01,0,0.02,0,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"38","Antigua and Barbuda","ATG",2020-02-28,0,0,0,0,0,1,0,0,NA,NA,NA,0.04,0.04,0.05,0.13,0.03,0,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"39","Antigua and Barbuda","ATG",2020-02-29,0,0,0,0,0,1,0,0,NA,NA,NA,0.05,0.07,0.07,0.08,0.06,-0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"40","Antigua and Barbuda","ATG",2020-03-01,0,0,0,0,0,1,0,0,NA,NA,NA,0.03,0.09,0.12,0.09,0.02,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"41","Antigua and Barbuda","ATG",2020-03-02,0,0,0,0,0,1,0,0,NA,NA,NA,0.08,0.08,0.08,0.11,0.02,0,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"42","Antigua and Barbuda","ATG",2020-03-03,0,0,0,0,0,2,0,0,NA,NA,NA,0.06,0.05,0.03,-0.01,0.03,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"43","Antigua and Barbuda","ATG",2020-03-04,0,0,0,0,0,2,0,0,NA,NA,NA,0.03,0.04,0.04,0.01,0.02,0,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"44","Antigua and Barbuda","ATG",2020-03-05,0,0,0,0,0,2,0,0,NA,NA,NA,0.05,0.04,0.03,0,0.02,0.02,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"45","Antigua and Barbuda","ATG",2020-03-06,0,0,0,0,0,2,0,0,NA,NA,NA,0,0.08,-0.01,0.05,0.05,0,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"46","Antigua and Barbuda","ATG",2020-03-07,0,0,0,0,0,2,0,0,NA,NA,NA,0.01,0.06,0.05,0.06,0.07,0,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"47","Antigua and Barbuda","ATG",2020-03-08,0,0,0,0,0,2,0,0,NA,NA,NA,0.03,0.02,0.13,0.03,0.01,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"48","Antigua and Barbuda","ATG",2020-03-09,0,0,0,0,0,2,0,0,NA,NA,NA,-0.04,0.04,0.01,-0.03,0.02,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"49","Antigua and Barbuda","ATG",2020-03-10,0,0,0,0,0,2,0,0,NA,NA,NA,0.05,0.04,0.01,0,0.04,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"50","Antigua and Barbuda","ATG",2020-03-11,0,0,0,0,0,2,0,0,NA,NA,NA,-0.02,0.09,0.02,-0.07,0.05,0,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"51","Antigua and Barbuda","ATG",2020-03-12,0,0,0,0,0,2,0,0,NA,NA,NA,0.07,0.14,0.06,-0.05,0.02,0.01,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,0","Service Based","OECS Member State",NA,0,0,NA,NA
"52","Antigua and Barbuda","ATG",2020-03-13,1,0,0,0,0,3,0,0,NA,NA,NA,0,0.19,0,0.04,0.05,0,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",Inf,1.03857258583802,0,0,0
"53","Antigua and Barbuda","ATG",2020-03-14,1,0,0,0,0,3,0,0,NA,NA,NA,-0.11,0.02,-0.04,-0.1,0.01,0.04,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",0,1.03857258583802,0,0,0
"54","Antigua and Barbuda","ATG",2020-03-15,1,0,0,1,0,3,0,0,NA,NA,NA,-0.12,-0.02,-0.1,-0.1,-0.07,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",0,1.03857258583802,0,0,0
"55","Antigua and Barbuda","ATG",2020-03-16,1,0,0,3,0,3,2,0,NA,NA,NA,-0.15,-0.05,-0.08,-0.1,-0.15,0.09,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",0,1.03857258583802,0,0,0
"56","Antigua and Barbuda","ATG",2020-03-17,1,0,0,3,0,4,2,0,NA,NA,NA,-0.19,-0.07,-0.16,-0.18,-0.15,0.11,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",0,1.03857258583802,0,0,0
"57","Antigua and Barbuda","ATG",2020-03-18,1,0,0,3,0,4,2,0,NA,NA,NA,-0.2,-0.09,-0.14,-0.19,-0.19,0.1,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",0,1.03857258583802,0,0,0
"58","Antigua and Barbuda","ATG",2020-03-19,1,0,0,3,0,4,2,0,NA,NA,NA,-0.18,-0.03,-0.15,-0.2,-0.21,0.12,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",0,1.03857258583802,0,0,0
"59","Antigua and Barbuda","ATG",2020-03-20,1,0,0,3,0,4,2,0,NA,NA,NA,-0.19,-0.02,-0.18,-0.18,-0.2,0.13,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",0,1.03857258583802,0,0,0
"60","Antigua and Barbuda","ATG",2020-03-21,1,0,0,3,0,4,2,0,NA,NA,NA,-0.24,0,-0.17,-0.26,-0.13,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",0,1.03857258583802,0,0,0
"61","Antigua and Barbuda","ATG",2020-03-22,1,0,0,3,0,4,2,0,NA,NA,NA,-0.38,-0.18,-0.29,-0.39,-0.22,NA,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,1","Service Based","OECS Member State",0,1.03857258583802,0,0,0
"62","Antigua and Barbuda","ATG",2020-03-23,3,0,0,3,0,4,2,0,NA,NA,NA,-0.24,-0.14,-0.22,-0.27,-0.26,0.14,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,3","Service Based","OECS Member State",1.09861228866811,3.11571775751407,0,0,0
"63","Antigua and Barbuda","ATG",2020-03-24,3,0,0,3,0,4,2,0,NA,NA,NA,-0.29,-0.09,-0.31,-0.3,-0.28,0.17,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,3","Service Based","OECS Member State",0,3.11571775751407,0,0,0
"64","Antigua and Barbuda","ATG",2020-03-25,3,0,0,4,0,4,2,0,NA,NA,NA,-0.23,-0.05,-0.24,-0.35,-0.27,0.14,NA,NA,"Latin America & Caribbean ","High income",96286,440,218.831818181818,NA,76.885,15134.8841569088,2020-04-27 17:15:48,22.0810917475022,69.1190827326922,8.79982551980558,"17.1175","-61.8456","Antigua and Barbuda,3","Service Based","OECS Member State",0,3.11571775751407,0,0,0
