"","iso3c","country","date","confirmed","deaths","recovered","ecdc_cases","ecdc_deaths","total_tests","tests_units","soc_dist","mov_rest","pub_health","gov_soc_econ","lockdown","apple_mtr_driving","apple_mtr_walking","apple_mtr_transit","gcmr_retail_recreation","gcmr_grocery_pharmacy","gcmr_parks","gcmr_transit_stations","gcmr_workplaces","gcmr_residential","gtrends_score","gtrends_country_score","population","land_area_skm","pop_density","pop_largest_city","life_expectancy","gdp_capita","timestamp","death_by_ncd","death_by_cvd_ca_dm_30_70","diabetes_20_79","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","tourist_arrivals","lat","lng","active","confirmed_logratio","confirmed_per_100k","deaths_per_100k","mortality_rate","recovery_rate","new_cases","ave_new_cases","region_1","region_2","region_3","region_4","region_5","region_6","region_7","region","income_1","income_2","income_3","income_4","income","economy","oecs","caricom"
"11","ATG","Antigua & Barbuda",2020-03-17,1,0,0,1,0,NA,NA,3,1,4,2,0,NA,NA,NA,-19,-7,-16,-18,-15,11,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,1,0,1.02967524042917,0,0,0,0,0.142857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"12","ATG","Antigua & Barbuda",2020-03-18,1,0,0,1,0,NA,NA,3,1,4,2,0,NA,NA,NA,-20,-9,-14,-19,-19,10,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,1,0,1.02967524042917,0,0,0,0,0.142857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"13","ATG","Antigua & Barbuda",2020-03-19,1,0,0,1,0,NA,NA,3,1,4,2,0,NA,NA,NA,-18,-3,-15,-20,-21,12,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,1,0,1.02967524042917,0,0,0,0,0.142857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"14","ATG","Antigua & Barbuda",2020-03-20,1,0,0,1,0,NA,NA,3,1,4,2,0,NA,NA,NA,-19,-2,-18,-18,-20,13,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,1,0,1.02967524042917,0,0,0,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"15","ATG","Antigua & Barbuda",2020-03-21,1,0,0,1,0,NA,NA,3,1,4,2,0,NA,NA,NA,-24,0,-17,-26,-13,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,1,0,1.02967524042917,0,0,0,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"16","ATG","Antigua & Barbuda",2020-03-22,1,0,0,1,0,NA,NA,3,1,4,2,0,NA,NA,NA,-38,-18,-29,-39,-22,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,1,0,1.02967524042917,0,0,0,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"17","ATG","Antigua & Barbuda",2020-03-23,3,0,0,1,0,NA,NA,3,1,4,2,0,NA,NA,NA,-24,-14,-22,-27,-26,14,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,3,1.09861228866811,3.08902572128751,0,0,0,2,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"18","ATG","Antigua & Barbuda",2020-03-24,3,0,0,1,0,NA,NA,3,1,4,2,0,NA,NA,NA,-29,-9,-31,-30,-28,17,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,3,0,3.08902572128751,0,0,0,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"19","ATG","Antigua & Barbuda",2020-03-25,3,0,0,3,0,NA,NA,4,1,4,3,0,NA,NA,NA,-23,-5,-24,-35,-27,14,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,3,0,3.08902572128751,0,0,0,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"20","ATG","Antigua & Barbuda",2020-03-26,7,0,0,3,0,NA,NA,5,3,5,3,0,NA,NA,NA,-25,-8,-25,-31,-31,17,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,7,0.847297860387203,7.20772668300418,0,0,0,4,0.857142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"21","ATG","Antigua & Barbuda",2020-03-27,7,0,0,7,0,NA,NA,6,3,6,4,0,NA,NA,NA,-22,2,-22,-36,-29,17,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,7,0,7.20772668300418,0,0,0,0,0.857142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"22","ATG","Antigua & Barbuda",2020-03-28,7,0,0,7,0,NA,NA,8,4,9,5,0,NA,NA,NA,-35,-7,-29,-54,-37,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,7,0,7.20772668300418,0,0,0,0,0.857142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"23","ATG","Antigua & Barbuda",2020-03-29,7,0,0,7,0,NA,NA,8,4,9,5,0,NA,NA,NA,-46,-21,-30,-67,-48,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,7,0,7.20772668300418,0,0,0,0,0.857142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"24","ATG","Antigua & Barbuda",2020-03-30,7,0,0,7,0,NA,NA,8,4,9,5,0,NA,NA,NA,-39,-15,-29,-47,-44,23,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,7,0,7.20772668300418,0,0,0,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"25","ATG","Antigua & Barbuda",2020-03-31,7,0,0,7,0,NA,NA,8,4,9,5,0,NA,NA,NA,-32,3,-27,-51,-48,22,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,7,0,7.20772668300418,0,0,0,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"26","ATG","Antigua & Barbuda",2020-04-01,7,0,0,7,0,NA,NA,8,4,9,5,0,NA,NA,NA,-25,15,-19,-49,-53,16,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,7,0,7.20772668300418,0,0,0,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"27","ATG","Antigua & Barbuda",2020-04-02,9,0,0,7,0,NA,NA,9,4,9,6,1,NA,NA,NA,-87,-75,-75,-89,-82,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,9,0.251314428280906,9.26707716386252,0,0,0,2,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"28","ATG","Antigua & Barbuda",2020-04-03,15,0,0,9,0,NA,NA,9,4,9,6,1,NA,NA,NA,-86,-68,-70,-86,-81,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,15,0.51082562376599,15.4451286064375,0,0,0,6,1.14285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"29","ATG","Antigua & Barbuda",2020-04-04,15,0,0,15,0,NA,NA,9,4,9,6,1,NA,NA,NA,-82,-63,-67,-86,-73,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,15,0,15.4451286064375,0,0,0,0,1.14285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"30","ATG","Antigua & Barbuda",2020-04-05,15,0,0,15,0,NA,NA,9,4,9,6,1,NA,NA,NA,-78,-55,-65,-83,-66,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,15,0,15.4451286064375,0,0,0,0,1.14285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"31","ATG","Antigua & Barbuda",2020-04-06,15,0,0,15,0,NA,NA,9,4,9,6,1,NA,NA,NA,-80,-59,-61,-84,-80,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,15,0,15.4451286064375,0,0,0,0,1.14285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"32","ATG","Antigua & Barbuda",2020-04-07,19,1,0,15,0,NA,NA,9,4,9,6,1,NA,NA,NA,-78,-53,-61,-84,-79,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,18,0.23638877806423,19.5638295681542,1.02967524042917,5.26315789473684,0,4,1.71428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"33","ATG","Antigua & Barbuda",2020-04-08,19,2,0,15,0,NA,NA,9,4,9,6,1,NA,NA,NA,-78,-50,-61,-82,-79,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,17,0,19.5638295681542,2.05935048085834,10.5263157894737,0,0,1.71428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"34","ATG","Antigua & Barbuda",2020-04-09,19,2,0,15,0,NA,NA,9,4,9,6,2,NA,NA,NA,-66,-34,-57,-74,-76,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,17,0,19.5638295681542,2.05935048085834,10.5263157894737,0,0,1.42857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"35","ATG","Antigua & Barbuda",2020-04-10,19,2,0,19,2,NA,NA,9,4,9,6,2,NA,NA,NA,-95,-95,-80,-94,-91,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,17,0,19.5638295681542,2.05935048085834,10.5263157894737,0,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"36","ATG","Antigua & Barbuda",2020-04-11,21,2,0,21,2,NA,NA,9,4,9,6,2,NA,NA,NA,-70,-45,-56,-83,-68,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,19,0.100083458556983,21.6231800490125,2.05935048085834,9.52380952380952,0,2,0.857142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"37","ATG","Antigua & Barbuda",2020-04-12,21,2,0,21,2,NA,NA,9,4,9,6,2,NA,NA,NA,-74,-52,-60,-83,-65,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,19,0,21.6231800490125,2.05935048085834,9.52380952380952,0,0,0.857142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"38","ATG","Antigua & Barbuda",2020-04-13,23,2,0,21,2,NA,NA,9,4,9,6,2,NA,NA,NA,-85,-69,-62,-90,-86,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,21,0.0909717782057267,23.6825305298709,2.05935048085834,8.69565217391304,0,2,1.14285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"39","ATG","Antigua & Barbuda",2020-04-14,23,2,3,23,2,NA,NA,9,4,9,6,2,NA,NA,NA,-74,-52,-59,-81,-75,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,18,0,23.6825305298709,2.05935048085834,8.69565217391304,13.0434782608696,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"40","ATG","Antigua & Barbuda",2020-04-15,23,2,3,23,2,NA,NA,9,4,9,6,2,NA,NA,NA,-68,-46,-59,-77,-73,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,18,0,23.6825305298709,2.05935048085834,8.69565217391304,13.0434782608696,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"41","ATG","Antigua & Barbuda",2020-04-16,23,3,3,23,2,NA,NA,9,4,9,6,3,NA,NA,NA,-67,-48,-55,-78,-73,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,17,0,23.6825305298709,3.08902572128751,13.0434782608696,13.0434782608696,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"42","ATG","Antigua & Barbuda",2020-04-17,23,3,3,23,2,NA,NA,9,4,9,6,3,NA,NA,NA,-67,-47,-55,-74,-69,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,17,0,23.6825305298709,3.08902572128751,13.0434782608696,13.0434782608696,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"43","ATG","Antigua & Barbuda",2020-04-18,23,3,3,23,2,NA,NA,9,4,9,6,3,NA,NA,NA,-72,-50,-54,-65,-63,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,17,0,23.6825305298709,3.08902572128751,13.0434782608696,13.0434782608696,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"44","ATG","Antigua & Barbuda",2020-04-19,23,3,3,23,2,NA,NA,9,4,9,6,3,NA,NA,NA,-69,-50,-55,-79,-59,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,17,0,23.6825305298709,3.08902572128751,13.0434782608696,13.0434782608696,0,0.285714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"45","ATG","Antigua & Barbuda",2020-04-20,23,3,3,23,2,NA,NA,9,4,9,6,3,NA,NA,NA,-68,-50,-49,-74,-68,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,17,0,23.6825305298709,3.08902572128751,13.0434782608696,13.0434782608696,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"46","ATG","Antigua & Barbuda",2020-04-21,23,3,7,23,3,NA,NA,9,4,9,6,3,NA,NA,NA,-66,-50,-53,-73,-69,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,13,0,23.6825305298709,3.08902572128751,13.0434782608696,30.4347826086957,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"47","ATG","Antigua & Barbuda",2020-04-22,24,3,10,24,3,NA,NA,9,4,9,6,3,NA,NA,NA,-65,-49,-53,-73,-66,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,11,0.0425596144187961,24.7122057703,3.08902572128751,12.5,41.6666666666667,1,0.142857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"48","ATG","Antigua & Barbuda",2020-04-23,24,3,10,24,3,NA,NA,9,4,9,6,4,NA,NA,NA,-55,-33,-39,-72,-63,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,11,0,24.7122057703,3.08902572128751,12.5,41.6666666666667,0,0.142857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"49","ATG","Antigua & Barbuda",2020-04-24,24,3,11,24,3,NA,NA,9,4,9,6,4,NA,NA,NA,-55,-36,-40,-64,-59,NA,NA,NA,97118,440,218.831818181818,NA,76.885,15703.028475991,2020-08-20 22:11:06,81.8,22.6,13.1,21.9547354764307,68.9903004592352,9.05496406433411,269000,17.1175,-61.8456,10,0,24.7122057703,3.08902572128751,12.5,45.8333333333333,0,0.142857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
